artist	track	wks	t10	pk_rank	pk_streams	total_streams
TOMORROW X TOGETHER	Lonely Boy (The tattoo on my ring finger)	2	0	114	54870	96780
Ariana Grande	bloodline	6	1	10	32501	96653
DJ Snake	Let Me Love You	13	0	176	10615	96503
RPT MCK	99	1	0	142	96261	96261
Polo G	RAPSTAR	3	0	156	33630	96221
TOMORROW X TOGETHER	Thursday's Child Has Far To Go	2	0	117	54353	96220
NCT 127	Favorite (Vampire)	2	0	98	50133	96187
Little Mix	Woman Like Me	10	0	37	12038	96146
TEMPEST	DIVE	1	0	184	95997	95997
Billie Eilish	TV	1	0	54	95914	95914
GFRIEND	MAGO	3	0	112	39025	95748
WINNER	Hold	3	0	67	37730	95545
Hoàng Duyên	Mưa Hồng	2	0	135	51000	95456
Loud Luxury	Body	12	0	58	9826	95120
IZ*ONE	Secret Story of the Swan	3	0	69	38218	95094
BTS	Crystal Snow	3	0	49	81145	94948
Camila Cabello	Shameless	4	0	47	33609	94942
Dab	Lying to myself	1	0	195	94862	94862
Kygo	Happy Now	11	0	43	12353	94495
Phát Hồ	Cô Thắm Không Về	5	0	76	24433	94311
TEMPEST	Bluetooth	1	0	189	94139	94139
Ngọt	Điểm Đến Cuối Cùng	1	0	98	94019	94019
TAEYEON	Spark	4	0	71	30211	93855
Trần Quốc Cường	Trước Khi Em Tồn Tại	1	0	171	93769	93769
Ed Sheeran	Antisocial	4	0	48	33172	93613
NAOMI	Retrograde	1	0	167	93594	93594
Masiu	Cưới Thôi	3	0	158	32871	93501
BTS	Skit: Billboard Music Awards Speech	1	0	51	93432	93432
ERIK	Đừng Xin Lỗi Nữa	3	0	129	82614	93427
Taylor Swift	invisible string	2	0	43	62855	93410
K-391	Play	5	0	70	26002	92998
RAP VIỆT	Hổng Có Ưa	1	0	177	92794	92794
W/N	Tương 3+1	2	0	103	52556	92665
Taylor Swift	this is me trying	2	0	42	63675	92625
Lauv	Sad Forever	6	0	95	18151	91510
RAP VIỆT	Huhu Haha	1	0	198	91467	91467
Hoài Lâm	Buồn Làm Chi Em Ơi	4	0	140	27600	91333
EXO	Ko Ko Bop	14	0	68	13085	91051
Trần Quang Ngọc	Lời tạm biệt chưa nói	1	0	84	90900	90900
Post Malone	rockstar	15	0	102	10894	90797
Táo	Red Rum	2	0	152	45914	90532
Stray Kids	MANIAC	2	0	120	52950	90178
Taylor Swift	I Think He Knows	3	0	24	50866	90086
Juice WRLD	Smile	3	0	72	36751	89938
911	I Do	1	0	128	89878	89878
Bích Phương	Diệu Kỳ Việt Nam	3	0	137	34972	89804
Taylor Swift	Paper Rings	3	0	27	49955	89658
Alan Walker	Alone	12	0	72	15543	89226
Swedish House Mafia	Moth To A Flame	2	0	93	51926	88631
Đông Nhi	Ngày Đôi Ta Là Của Nhau	4	0	72	28990	88593
Agust D	Intro : DT sugA (Feat. DJ Friz)	1	0	161	88506	88506
Trung Quân	những ngày mưa cô đơn	3	0	137	31328	88397
Billie Eilish	xanny	8	0	63	16232	88155
Đen	Ði Trong Mùa Hè	2	0	149	46699	88092
Jimin	Like Crazy (Deep House Remix)	1	0	164	87861	87861
Ellie Goulding	Sixteen	7	0	115	13884	87740
(G)I-DLE	HANN (Alone)	10	0	20	17439	87643
IU	Love poem	4	0	62	33398	87642
Taylor Swift	illicit affairs	2	0	45	60677	87623
OneRepublic	Start Again	10	0	22	15774	87537
EXO	Hear Me Out	1	0	176	87214	87214
ZAYN	Entertainer	11	0	34	14601	87191
Ngọt	Bạn thỏ tivi nhỏ	1	0	106	86968	86968
Imagine Dragons	Wrecked	2	0	80	51920	86861
RAP VIỆT	DO IT FOR FLY TEAM	2	0	100	49284	86834
GOT7	NOT BY THE MOON	3	0	59	38717	86775
Đen	Mơ	6	0	158	15902	86643
Charlie Puth	Change	11	0	36	18293	86524
Calvin Harris	Giant	8	0	37	14443	86510
Megan Thee Stallion	Savage	4	0	154	23356	86467
Taylor Swift	Back To December (Taylor's Version)	1	0	182	86305	86305
Alan Walker	The Spectre	13	0	93	13458	86256
KYLE	Playinwitme	11	0	64	9748	86102
Olivia Rodrigo	bad idea right?	1	0	200	86041	86041
GREY D	'yêu yêu yêu' mashup	2	0	185	43906	85516
Halsey	Nightmare	4	0	32	29310	85248
Taylor Swift	Afterglow	3	0	34	44680	85080
ØMI	You (Prod. SUGA of BTS)	2	0	81	52435	85022
Chi Pu	Anh Ơi Ở Lại	1	0	180	84987	84987
Jun Phạm	Gật Đầu	10	0	60	10770	84873
Hari Won	Vì Em Vẫn	7	0	64	13873	84780
Inkle	Anh Chua Thuong Em Den Vay Dau	1	0	89	84721	84721
Khoi Vu	Not About Love	2	0	156	44136	84680
Khalid	OTW	11	0	63	9246	84648
BTS	Dynamite - Holiday Remix	2	0	144	43167	84317
Chillies	Who	4	0	146	23868	84236
BTS	Don't Leave Me	8	0	30	18302	84166
Logan Harris	Castle In The Sky	3	0	89	33954	84104
Kha	H In My Arms	3	0	137	31342	83751
Taylor Swift	Daylight	3	0	35	44256	83724
Lauv	Fake	3	0	106	30551	83699
Taylor Swift	evermore	2	0	78	54499	83649
Sam Feldt	Post Malone	5	0	110	19323	83603
Sia	No New Friends	7	0	90	14366	83460
Taylor Swift	betty	2	0	50	56459	83394
NSND Bach Tuyet	Về Nghe Mẹ Ru	2	0	168	42563	83362
The Chainsmokers	Sick Boy	9	0	47	21783	83340
Cá Hồi Hoang	5Am	6	0	151	16324	83288
TAEYEON	Weekend	2	0	90	49555	83094
Charlie Puth	The Way I Am	10	1	6	19685	83014
Avril Lavigne	Head Above Water	8	0	22	14607	82976
Taylor Swift	Style	1	0	190	82811	82811
Mr T	Thu Cuối	8	0	46	18276	82783
BTS	N.O	1	0	75	82650	82650
GiGi Hương Giang	Du Hành Vào Tâm Trí	1	0	55	82559	82559
Nal	Rồi Tới Luôn	3	0	146	29643	82445
Only C	Có Lẽ Anh Chưa Từng	2	0	111	45370	82337
RAP VIỆT	NO LOVE	2	0	128	46251	82281
RAP VIỆT	Né	1	0	196	82078	82078
RM	tokyo	5	1	9	26497	82068
Sabrina Carpenter	Alien	9	0	69	12138	81929
NewJeans	Zero	1	0	177	81882	81882
Le Mousche	In the Night	5	0	177	16397	81744
Trance Demon	Enhanced Depth	5	0	178	16384	81712
Hà Anh Tuấn	Vài Lần Đón Đưa	10	0	76	14171	81698
TOMORROW X TOGETHER	Devil by the Window	1	0	120	81688	81688
甘草片r	Just Say Hello - Acoustic Version	1	0	179	81575	81575
RAP VIỆT	CÒN THỞ CÒN GỠ	2	0	121	46302	81189
RAP VIỆT	Sơn Tinh Thuỷ Tinh	3	0	140	29525	81134
Jimin	Like Crazy (UK Garage Remix)	1	0	185	80969	80969
JayKii	Càng Lớn Càng Cô Đơn	2	0	119	44093	80928
Silk City	Electricity	8	0	30	14398	80768
Ngọt	HẾT THỜI	3	0	48	36520	80732
Taylor Swift	mad woman	2	0	51	55631	80536
Ariana Grande	motive	2	0	76	47858	80499
Lizzo	Truth Hurts	6	0	155	14882	79865
Demi Lovato	I Love Me	3	0	100	30032	79833
Bruno Mars	Skate	2	0	84	45618	79700
The Chainsmokers	Side Effects	8	0	37	13260	79658
Lou Hoàng	Mình Là Gì Của Nhau	2	0	178	41333	79521
Thái Đinh	Em Có Còn Dùng Số Này Không	5	0	155	19306	79461
RAP VIỆT	CÁNH CỬA VÀ NGƯỜI ĐÀN ÔNG	2	0	128	47728	79382
Jay Park	GANADARA (Feat. IU)	2	0	162	41777	79363
Julia Michaels	Heaven	11	0	68	16241	79179
BTS	進撃の防弾(SONPUB REMIX)	1	0	62	79169	79169
Bebe Rexha	Baby, I'm Jealous	3	0	104	29864	79035
EVERGLOW	Bon Bon Chocolat	7	0	117	13838	79008
张紫豪	可不可以 - 抖音热歌	1	0	189	78917	78917
Tessa Violet	Crush	11	0	42	11324	78561
BTS	We On	1	0	50	78460	78460
ENHYPEN	Bite Me	1	0	196	78438	78438
Kim Feel	Someday, The Boy	3	0	93	30543	78399
Shawn Mendes	Stitches	6	0	145	14735	78371
Lil Nas X	SUN GOES DOWN	2	0	118	45295	78335
The Chainsmokers	Family	4	0	138	20991	78205
Ngọt	NỨT (Đôi Chân Đôi Tay Đôi Mắt Trái Tim)	3	0	50	34349	78197
keshi	SOMEBODY	2	0	122	43403	78148
Olivia O'Brien	hate u love u	6	0	178	17678	77929
Kendrick Lamar	N95	2	0	179	41158	77889
Ngọt	VÉ ĐI Thiên Đường (Một Chiều)	3	0	54	33263	77867
Lizzo	Rumors	2	0	83	46370	77802
Ed Sheeran	Eyes Closed	1	0	195	77625	77625
Panic! At The Disco	High Hopes	8	0	48	13300	77511
Adele	Hello	9	0	151	36044	77463
Ngọt	Em Trong Đầu	1	0	133	77434	77434
Võ Hạ Trâm	Về Với Em	1	0	193	77330	77330
Rtee	Chọn Bạn Mà Chơi	2	0	141	41921	77305
Noo Phước Thịnh	Hạnh Phúc Thoáng Qua	12	0	74	7760	77283
Martin Garrix	There for You	13	0	122	8662	77103
Conan Gray	Memories	2	0	180	39869	76897
Hoàng Yến Chibi	Cánh Hoa Tổn Thương	4	0	86	25834	76642
Hà Nhi	Dĩ Vãng Nhạt Nhòa	3	0	188	25828	76584
The Chainsmokers	Everybody Hates Me	6	0	29	28584	76455
TWICE	Dance The Night Away	10	0	38	12233	76270
Phan Mạnh Quỳnh	Đa Đoan	1	0	103	76260	76260
MONSTAR	Badadu	8	0	56	13405	76074
Alec Benjamin	Mind Is A Prison	4	0	135	20261	75894
TAEYEON	Happy	3	0	82	30738	75847
Agust D	Strange	2	0	33	53888	75791
Drake	Nice For What	10	0	47	13256	75786
Alessia Cara	Scars To Your Beautiful	12	0	131	11008	75648
NCT U	Make A Wish (Birthday Song)	3	0	108	30403	75250
Tiên Tiên	Chắc Anh Đang	3	1	8	31517	75248
TOMORROW X TOGETHER	Tinnitus (Wanna be a rock)	1	0	138	74873	74873
Taylor Swift	The Great War	1	0	122	74848	74848
Châu Đăng Khoa	Tinh Nhan Oi	8	0	35	14570	74751
Coldplay	My Universe - SUGA's Remix	2	0	127	42723	74707
BTS	Trivia 承 : Love	6	0	12	32665	74705
Taylor Swift	epiphany	2	0	59	51635	74696
Lauv	Superhero	9	0	36	12890	74444
Zedd	Stay	15	0	154	5529	74277
Rtee	Downtown Baby	2	0	140	38763	74226
Meek Mill	Going Bad	10	0	109	8308	74092
Kehlani	Nights Like This	7	0	35	13810	73574
Orange	Nhìn Vậy Mà Không Phải Vậy	2	0	104	43673	73404
NCT DREAM	Glitch Mode	2	0	187	37921	73398
Ngọt	MẾU MÁO (T.T)	3	0	52	33891	73393
LyLy	24h	8	0	119	9703	73305
Girls' Generation-Oh!GG	Lil’ Touch	8	0	11	19902	73216
Ava Max	Salt	4	0	176	19568	73213
Red Velvet	Power Up	8	0	23	16135	73136
RPT MCK	Đìu Anh Luôn Giữ Kín Trong Tym	2	0	109	40200	73052
Agust D	28	2	0	39	52088	73007
Taylor Swift	Bigger Than The Whole Sky	1	0	126	72973	72973
Doja Cat	I Don't Do Drugs	2	0	102	41061	72912
Bùi Lan Hương	Mặt Trăng	3	0	53	31918	72736
j-hope	Blue Side (Outro)	1	0	67	72619	72619
Wowy	Tết Real Khum?	2	0	156	37150	72477
Khalid	Outta My Head	5	0	41	23316	72333
Lauv	Tattoos Together	4	0	140	19212	72300
Chris Brown	No Guidance	5	0	133	17499	72299
SUNMI	LALALAY 날라리	3	0	49	31597	72160
The Weeknd	Pray For Me	7	0	63	16696	72091
Ngọt	MÀU (Đen Trắng)	3	0	53	33325	71831
Duy B	Hết Nhạc Con Về	2	0	176	36978	71694
BTS	Just One Day	1	0	70	71633	71633
Suboi	Cho Không	4	0	48	23822	71549
Taylor Swift	hoax	2	0	64	48056	71313
TOMORROW X TOGETHER	0X1=LOVESONG (I Know I Love you)	2	0	134	39116	71171
Hoàng Dũng	Ngủ Đi Để Thấy Nhau Còn Hồn Nhiên	2	0	141	37089	70879
Chillies	Mộng Du	2	0	125	38545	70754
Aaron Smith	Dancin	8	0	41	13314	70720
TOMORROW X TOGETHER	Farewell, Neverland	1	0	150	70516	70516
Dua Lipa	Boys Will Be Boys	3	0	138	25385	70491
Khánh Phương	Độ Ta Không Độ Nàng	4	0	54	24298	70130
Vũ Cát Tường	Leader	7	0	19	20127	70026
R3HAB	Lullaby	8	0	65	14650	69909
7UPPERCUTS	No Internet	2	0	120	39134	69784
James Arthur	Naked	8	0	73	15482	69769
Adele	My Little Love	1	0	58	69698	69698
Sia	Cheap Thrills	13	0	137	6177	69532
Bích Phương	Drama Queen	8	0	19	16922	69498
Nguyễn Trọng Tài	Hongkong1 - Official Version - Original	9	0	55	11239	69439
Marshmello	Silence	10	0	119	11295	69276
Agust D	Dear my friend	2	0	48	47688	69231
Bruno Mars	Finesse - Remix; feat. Cardi B	6	0	40	20680	69051
MaziteLo	Tune Of Joy	1	0	30	68625	68625
Pháo	Nói Dối	2	0	183	34276	68367
WENDY	Like Water	2	0	161	34957	68300
MaziteLo	Sleep In My Time	1	0	31	68100	68100
CHUNG HA	Stay Tonight	3	0	133	25715	68033
MaziteLo	Finding Your Strength	1	0	32	67964	67964
RAP VIỆT	Tiến Hoá	2	0	117	34654	67807
MaziteLo	Easy Moves	1	0	33	67694	67694
iKON	Dive - KR Ver.	2	0	52	42399	67393
MONSTAR	ai buồn giơ tay	2	0	111	36561	67380
MaziteLo	Beautiful Chances	1	0	34	67355	67355
SEVENTEEN	Darl+ing	1	0	83	66948	66948
Drake	Girls Want Girls	2	0	99	39023	66790
Miu Lê	Còn Thương Thì Không Để Em Khóc	3	0	100	23551	66779
Ngân Ngân	Người Em Từng Yêu	1	0	169	66487	66487
(G)I-DLE	Uh-Oh	4	0	93	19947	66386
Đen	Anh Đếch Cần Gì Nhiều Ngoài Em - dongvui harmony	1	0	133	66386	66386
Eminem	Lucky You	6	0	20	18481	66319
NCT 127	Kick It	2	0	60	45614	66109
B Ray	Đừng Tin Her	2	0	155	33943	66086
Taylor Swift	peace	2	0	71	45155	65960
Taylor Swift	Death By A Thousand Cuts	2	0	33	44935	65953
TOMORROW X TOGETHER	Happy Fools	1	0	172	65831	65831
Mr.A	Mưa Cứ Rơi	1	0	163	65707	65707
Anne-Marie	Our Song	2	0	149	36512	65674
Michael Bublé	Holly Jolly Christmas	3	0	107	37567	65645
Miley Cyrus	Angels Like You	2	0	151	33256	65540
Ant Saunders	Yellow Hearts	4	0	171	17360	65538
WEAN	LAVIE	2	0	115	38786	65476
Hoàng Yến Chibi	Nu Hon Danh Roi - OST Thang Nam Ruc Ro - Original	11	0	71	8949	65310
Ariana Grande	bad idea	4	0	16	26829	65259
Datmaniac	Thiên Hà Trước Hiên Nhà	2	0	88	36370	65219
Kina	Get You The Moon	4	0	175	17036	65150
Cheung	Da Lau Roi	2	0	127	36979	65077
Sơn Tùng M-TP	Intro	1	0	126	65018	65018
Porter Robinson	Everything Goes On	1	0	98	64760	64760
Martin Garrix	In the Name of Love	12	0	145	10044	64733
Gryffin	Tie Me Down	10	0	93	7481	64593
BTS	Let Go	8	0	53	14507	64565
NCT DREAM	Hot Sauce	2	0	153	34807	64462
Kay Trần	U Mê Em	1	0	172	64434	64434
Taylor Swift	Paris	1	0	144	64340	64340
Tiên Tiên	NOEL Biết Yêu	1	0	170	64123	64123
Avicii	Lonely Together	9	0	21	17933	64094
Childish Gambino	This Is America	6	0	17	17095	64035
TOMORROW X TOGETHER	LO$ER=LO♡ER	2	0	108	37372	63813
Ngọt	Đêm Hôm Qua	1	0	174	63598	63598
Châu Đăng Khoa	Người Lạ Ơi - Hoaprox Remix	11	0	104	6748	63530
TRANG	Tỉnh Giấc Khi Ông Trời Đang Ngủ	3	0	103	23139	63318
Taylor Swift	False God	2	0	39	43371	63277
K-ICM	Túy Họa	2	0	60	43588	63166
TREASURE	BOY	2	0	77	35077	63161
Tate McRae	working	2	0	130	34623	63081
Adele	To Be Loved	1	0	73	63019	63019
Taylor Swift	End Game	9	0	112	12380	62944
Tân Trần	Bỏ Em Vào Balo (Lofi)	1	0	91	62904	62904
RAP VIỆT	Gu Của Anh Là Châu Á	2	0	110	37556	62829
Billie Eilish	come out and play	4	0	16	21861	62795
Coldplay	My Universe - Acoustic Version	2	0	163	32479	62769
Bebe Rexha	Sacrifice	2	0	145	33716	62742
Maggie Lindemann	Pretty Girl - Cheat Codes X CADE Remix	7	0	182	11417	62708
Ariana Grande	MONOPOLY	4	0	37	24953	62613
BOL4	Some	2	0	181	31414	62576
WEAN	I Don't Know	2	0	175	32341	62546
STAYC	STEREOTYPE	2	0	137	34477	62200
Vũ Cát Tường	Tomorrow	3	0	147	22947	62138
BlocBoy JB	Look Alive	8	0	69	15246	62134
K-391	End of Time	3	0	175	21710	62018
Dương Hồng Loan	Vùng Lá Me Bay	6	0	70	12357	61960
HWASA	TWIT	6	0	86	12659	61908
Juice WRLD	Come & Go	2	0	82	35517	61824
Ngọt	Gieo	1	0	181	61567	61567
bbno$	edamame	2	0	140	31460	61141
Ariana Grande	Bad To You	2	0	56	36344	61013
Bazzi	I Don't Think I'm Okay	2	0	79	36375	60878
Harry Styles	Falling	3	0	129	21368	60833
Taylor Swift	Soon You’ll Get Better	2	0	43	41765	60731
Dewie	Roi Mot Ngay	1	0	194	60713	60713
Lennon Stella	Summer Feelings	3	0	166	20757	60676
Drake	What’s Next	2	0	156	32156	60324
Selena Gomez	Baila Conmigo	2	0	149	32777	60289
WINNER	AH YEAH - KR Ver.	4	0	50	23491	60240
Charlie Puth	Charlie Be Quiet!	1	0	137	60236	60236
Sam Smith	I'm Not Here To Make Friends	1	0	200	60192	60192
BigDaddy	Về Nhà Ăn Tết	1	0	153	60119	60119
Jonas Blue	Polaroid	7	0	61	9716	60092
Ink Waruntorn	ถ้าเธอรักใครคนหนึ่ง OST.บุพเพสันนิวาส 2	1	0	136	60034	60034
Phùng Khánh Linh	căn gác mùa hè (sweet summer)	1	0	151	59806	59806
Doja Cat	Streets	2	0	176	30459	59749
Gesaffelstein	Lost in the Fire	5	0	28	16012	59748
BTS	Dynamite - Poolside Remix	2	0	74	40602	59641
Trang Hàn	Lonely Love	1	0	140	59475	59475
Calvin Harris	Over Now	2	0	90	35712	59445
Taylor Swift	All Too Well (Taylor's Version)	1	0	80	59407	59407
OneRepublic	Connection	9	0	83	7624	59399
BLACKPINK	Really	3	1	7	35368	59375
Chris Brown	Don't Check On Me	4	0	148	15255	58997
Lauv	Getting Over You	7	0	82	14944	58949
Đông Nhi	Xin Lỗi Anh Quá Phiền	7	0	34	12766	58935
Bad Bunny	MIA	7	0	31	12997	58916
Thịnh Suy	Thay Doi	1	0	155	58863	58863
Taylor Swift	gold rush	1	0	60	58821	58821
BLACKPINK	SEE U LATER - KR Ver.	9	0	75	8003	58760
BTS	Best Of Me	7	0	40	17545	58616
Taylor Swift	Would've, Could've, Should've	1	0	162	58528	58528
K-ICM	Em Gái Quê	1	0	94	58450	58450
SZA	Nobody Gets Me	1	0	193	58449	58449
Normani	Motivation	4	0	167	15361	58424
Lady Gaga	I'll Never Love Again - Extended Version	7	0	38	11645	58384
Shawn Mendes	Youth feat. Khalid	6	0	33	15284	58381
Red Velvet	RBB (Really Bad Boy)	6	0	23	18525	58300
Billie Eilish	Six Feet Under	5	0	138	12506	58271
Tóc Tiên	1 Cọng Tóc Mai	1	0	107	57729	57729
TOMORROW X TOGETHER	Can't You See Me?	2	0	80	33145	57514
Vũ Cát Tường	Stardom	4	1	10	24158	57469
Kanye West	I Love It (& Lil Pump)	6	0	27	14372	57425
SZA	Power is Power	4	0	53	20486	57362
Đức Phúc	Thế Là Tết	2	0	127	34385	57326
TREASURE	I LOVE YOU	2	0	98	31853	57236
Baby Tate	Hey, Mickey!	1	0	200	57131	57131
Lyly	Anh Đừng Đi	2	0	172	29372	56976
Ariana Grande	NASA	4	0	18	24604	56672
SZA	Good Days	2	0	172	29508	56606
Vũ Cát Tường	Be A Fool	4	1	9	24417	56576
Charlie Puth	Smells Like Me	1	0	133	56571	56571
MAMAMOO	gogobebe	5	0	81	13851	56495
Ngọt	Lần Cuối	1	0	13	56444	56444
Vũ Cát Tường	Một Triệu Năm Ánh Sáng	2	0	183	28267	56270
Ed Sheeran	Celestial	1	0	155	56246	56246
Alan Walker	Different World	6	0	38	13818	56231
Calvin Harris	Stay With Me	1	0	118	56220	56220
MAMAMOO	Egotistic	8	0	39	12231	56210
Julia Michaels	Anxiety	6	0	96	10524	56147
Taylor Swift	High Infidelity	1	0	175	56103	56103
MINO	FIANCÉ	5	0	29	15972	56020
Phan Mạnh Quỳnh	Tết Về Sớm Nhé	2	0	131	34108	55902
Adele	Cry Your Heart Out	1	0	90	55647	55647
Khalid	Up All Night	3	0	123	20367	55647
BTS	21st Century Girl	1	0	85	55251	55251
Low G	Đơn Giản - Champagne Shots Remix	1	0	168	55225	55225
Táo	Tương Tư	2	0	190	28384	55047
Drake	Laugh Now Cry Later	2	0	113	28546	54924
MC MONG	Sick enough to die (Feat. JAMIE)	1	0	100	54798	54798
Charli xcx	1999	5	0	43	11613	54735
BLACKPINK	REALLY - KR Ver.	8	0	52	9343	54640
Trung Quân	Khúc Giao Mùa	1	0	173	54530	54530
T.R.I	Cho Ngày Không Còn Nhau	1	0	174	54528	54528
aespa	Life's Too Short (English Version)	1	0	119	54410	54410
Vũ Cát Tường	San Francisco	4	0	13	22957	54407
LeeHi	HOLO	2	0	122	30784	54354
A Boogie Wit da Hoodie	Look Back At It	6	0	81	10036	54250
Karik	Chưa Từng Vì Nhau	2	0	169	27171	54191
WINNER	MILLIONS	6	0	28	16183	54143
José Feliciano	Feliz Navidad	2	0	151	35398	54092
NCT DREAM	Ridin'	2	0	69	34842	54001
Ngọt	Chuông BÁO THỨC (Sáng Rồi)	2	0	59	32631	53920
AKMU	How can I love the heartbreak, you`re the one I love	3	0	84	22480	53791
Queen	Bohemian Rhapsody - Remastered 2011	7	0	54	9953	53679
Axwell /\ Ingrosso	Dreamer	8	0	120	11795	53599
Adele	All Night Parking	1	0	99	53540	53540
Troye Sivan	Dance To This	8	0	45	11936	53476
TOMORROW X TOGETHER	Anti-Romantic	2	0	174	26911	53474
Rhymastic	Ngổn Ngang	1	0	178	53131	53131
ERIK	Tôi Là Ai Trong Em (Đồi Thông) (Taxi! Em Tên Gì Ost)	6	0	66	12490	53089
William Laura IiO	Dicki Track Anedr	1	0	49	53003	53003
Lana Del Rey	Fuck it I love you	3	0	96	22007	52985
T-ARA	TIKI TAKA	1	0	92	52954	52954
Vũ.	Sau chia tay ta còn gì?	1	0	152	52845	52845
Sam Smith	My Oasis	2	0	110	30218	52843
SYML	Where's My Love - Piano Solo	7	0	115	12661	52803
Nguyễn Đình Vũ	Doi Lua	6	0	72	13550	52765
Felix Jaehn	Close Your Eyes	3	0	160	18100	52678
Phùng Khánh Linh	cô đơn sớm tối	2	0	176	27148	52654
Hailee Steinfeld	Starving	5	0	153	13030	52624
RAP VIỆT	Anh Vẫn OK	2	0	183	26640	52567
William Laura IiO	Lacey Trail Ingv	1	0	50	52447	52447
Vũ.	Cuộc Đối Thoại Không Hồi Kết	1	0	154	52384	52384
Cheat Codes	Only You	8	0	83	7709	52359
Ngọt	(Sau Đây Là) DỰ BÁO THỜI TIẾT (Cho Các Vùng Vào Ngày Mai)	2	0	60	31900	52324
BTS	First Love	1	0	118	52228	52228
Khalid	Eleven	3	0	157	19792	52185
Taylor Swift	Glitch	1	0	198	52155	52155
Gucci Mane	Wake Up in the Sky	8	0	65	9055	52065
William Laura IiO	Howell Station Ssgar	1	0	51	51855	51855
RM	forever rain	5	0	25	16812	51853
William Laura IiO	Alyce Branch Ema	1	0	52	51780	51780
Unknown Artist	Người Khác (pianoRnB)	9	0	114	6768	51752
AMEE	g9 - Outro	2	0	116	26989	51701
Taylor Swift	It’s Nice To Have A Friend	2	0	54	35561	51661
Lê Hiếu	Em Ve Tinh Khoi	8	0	86	8140	51626
Bích Phương	Đoản Xuân Ca	2	0	117	45023	51344
Adele	Set Fire to the Rain	5	0	173	32890	51322
Adele	Hold On	1	0	106	51267	51267
Vũ Cát Tường	Nobody	4	0	14	21886	51265
Taylor Swift	Run	1	0	97	51250	51250
Louis Tomlinson	Back to You	11	0	173	4929	50916
Sơn Tùng M-TP	CƠN MƯA NGANG QUA - REMIX 2022	1	0	152	50905	50905
Joji	Gimme Love	2	0	115	26989	50818
Foudeqush	Con La Brisa	1	0	193	50771	50771
Vo Vinh Du	Vung la Me Bay	10	0	119	6305	50745
Lê Hiếu	Sự Im Lặng Dễ Chịu	6	0	64	10473	50731
NCT 127	Sticker	1	0	81	50585	50585
Rita Ora	Girls	7	0	48	11542	50412
Hoàng Dũng	Khong Con Mua Thu	6	0	58	9531	50284
EXID	Me & You	3	0	41	25400	50265
Taylor Swift	‘tis the damn season	1	0	87	50256	50256
Sơn Tùng M-TP	Chắc Ai Đó Sẽ Về	2	0	174	31150	50101
The Weeknd	Hardest To Love	2	0	106	28548	49878
Vu Trung Quan	Hạ Còn Vương Nắng - Lofi Chill	2	0	194	25063	49782
Joji	Sanctuary	3	0	72	20417	49753
ZAYN	Better	2	0	150	24883	49716
Kris Kross Amsterdam	Whenever	7	0	67	9478	49684
Bảo Uyên	Lúc Em Cần Anh Đang Ở Đâu	1	0	185	49607	49607
NCT 127	Punch	2	0	103	27903	49469
SEVENTEEN	Rock with you	1	0	101	49395	49395
EVERGLOW	LA DI DA	2	0	132	27315	49384
ERIK	Trong Tri Nho Cua Anh Cover - Original	3	0	185	17731	49340
SEVENTEEN	_WORLD	1	0	153	49255	49255
XXXTENTACION	Jocelyn Flores	7	0	46	11447	49244
Lauv	Chasing Fire	7	0	81	10177	49149
EXO	Obsession	2	0	55	31110	49125
PARTYNEXTDOOR	BELIEVE IT	2	0	111	28354	49023
David Sarah UuI	Keira Springs Bsonc	1	0	60	49007	49007
Adele	Woman Like Me	1	0	110	48904	48904
Bích Phương	Gửi Anh Xa Nhớ (Beat)	7	0	67	8644	48822
Jonas Brothers	Cool	4	0	75	16096	48799
Taylor Swift	Carolina	1	0	140	48695	48695
Bùi Anh Tuấn	Đường Về Quê	1	0	198	48675	48675
David Sarah UuI	Klein Lodge Sthe	1	0	61	48675	48675
Ngọt	(Tôi) ĐI TRÚ ĐÔNG	2	0	72	28431	48494
Taylor Swift	I Knew You Were Trouble (Taylor's Version)	1	0	101	48450	48450
IZ*ONE	Violeta	3	0	53	19247	48447
Vũ Cát Tường	One Second	4	0	18	20445	48426
TREASURE	HELLO	1	0	196	48416	48416
David Sarah UuI	Jewel Ford Ivi	1	0	62	48358	48358
MELOH	Understand	1	0	153	48351	48351
K-ICM	Buồn Của Anh	8	0	104	7315	48331
RAP VIỆT	Phiêu Lưu Ký	2	0	166	25823	48303
David Sarah UuI	Deanna Junctions Ninl	1	0	63	48292	48292
tlinh	Xui Hay Vui	1	0	200	48267	48267
Vũ.	Mùa Mưa Ngâu Nằm Cạnh	2	0	190	34668	48266
David Sarah UuI	Garrick Crest Proh	1	0	64	48252	48252
Low G	Thơ	1	0	199	48157	48157
Touliver	Krazy	5	0	179	20285	48048
Vũ Cát Tường	Gucci in Town	4	0	16	20519	47994
Taylor Swift	I Knew You Were Trouble.	4	0	145	14370	47924
Dan Nguyen	Nho Nguoi Yeu	6	0	68	11414	47897
Kiên Trịnh	Diễm Xưa	1	0	150	47826	47826
Tiên Tiên	Chắc Anh Đang (Remix)	9	0	127	6149	47799
Adele	When We Were Young	2	0	110	43119	47744
Ngọc Dolil	Cùng Anh	2	0	16	24627	47623
Kygo	Like It Is	2	0	144	24347	47435
Adele	Love Is A Game	1	0	115	47382	47382
Elton John	Hold Me Closer	1	0	184	47346	47346
Agust D	give it to me	1	0	137	47209	47209
